product_type,brand,model,sku,discount_percent,regular_price_sar,sale_price_sar,color,image_url,os,ram,screen_refresh_rate_hz,screen_size_inch,screen_type,special_features,storage,weight_kg,product_url,ai_enabled,cpu_clock,sim_slots,price,renewed
Wi-Fi Tablet PC,Acer,Iconia P11,637749,38%,849,519.0,Steel Grey,https://ak-asset.jarir.com/akeneo-prod/asset/f/e/b/1/feb1f4221d439166adb44fbd9ed7342fcf794522_637749.jpg,Android 14,8 GB RAM,IPS QLED Touchscreen,"11""",2000 X 1200 Pixels,,256 GB,550.00 g ( 1.21 lb ),https://www.jarir.com/sa-en/acer-iconia-a8-tablet-pc-637749.html,,2.2 GHz,,519.0,new
Wi-Fi Tablet PC,Huawei,MatePad SE 11,644037,37%,849,529.0,Nebula Grey,https://ak-asset.jarir.com/akeneo-prod/asset/c/4/d/0/c4d0c2542714fa7be886fb6ea35cc7bffb97d64f_644037.jpg,HarmonyOS 2,6 GB RAM,IPS FHD-LCD Touchscreen,"11""",1920 X 1200 Pixels,22.5W Fast Charging,128 GB,475.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/huawei-tablet-pc-644037.html,,,,529.0,new
Tablet - 4G (with Folio Case Cover & Stylus),Lenovo,Tab M11,627288,30%,999,699.0,Grey,https://ak-asset.jarir.com/akeneo-prod/asset/0/8/d/a/08da8debaa489e388537ca35a1cacfe6bf988ff0_627288.jpg,Android 13,4 GB RAM,WUXGA-IPS 400N 90 Hz Display,"11""",1920 X 1200 Pixels,"Accelerometer, Ambient Light, Gyroscope, Hall",128 GB,465.00 g ( 1.03 lb ),https://www.jarir.com/sa-en/lenovo-tab-m11-tablet-pc-627288.html,,2.0 + 1.8 GHz,1 SIM,699.0,new
Tablet - Wi-Fi (with Keyboard),Huawei,MatePad 11.5,622520,25%,1399,1049.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/b/f/5/f/bf5f5a50bf641f8bd28fd2806ffce0ecc878db5a_622520.jpg,HarmonyOS 3.1,8 GB RAM,TFT-LCD Touchscreen,"11.5""",2200 X 1440 Pixels,Huawei App Gallery,128 GB,1.07 kg ( 2.36 lb ),https://www.jarir.com/sa-en/huawei-matepad-11-5-tablet-pc-622520.html,,,,1049.0,new
Wi-Fi Tablet PC,Xiaomi,Redmi Pad Pro,642355,25%,1199,899.0,Ocean Blue,https://ak-asset.jarir.com/akeneo-prod/asset/b/5/a/0/b5a0ca2bbe35ebbd0de2657b712b489ace168cf3_642355.jpg,Android HyperOS,6 GB RAM,FHD+ IPS LCD 120 Hz Display,"12.1""",2560 X 1600 Pixels,Triple TUV Rheinland Eye Protection,128 GB,570.00 g ( 1.26 lb ),https://www.jarir.com/sa-en/xiaomi-redmi-pad-pro-tablet-pc-642355.html,,2.4 GHz,,899.0,new
Tablet - 4G,Samsung,Galaxy Tab A9,626629,37%,749,469.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/e/2/1/6/e216db4ff9cd2ef40acffa9f1e1578584226d008_626629.jpg,Android OS,4 GB RAM,FHD-LCD Touchscreen,"8.7""",1340 X 800 Pixels,"Dolby Atmos, Quick Share",64 GB,333.00 g ( 11.75 oz ),https://www.jarir.com/sa-en/samsung-tablet-pc-626629.html,,2.2 + 2.0 GHz,1 SIM,469.0,new
Wi-Fi Tablet PC,Samsung,Galaxy Tab A9,630186,41%,649,379.0,Graphite,https://ak-asset.jarir.com/akeneo-prod/asset/5/a/b/4/5ab4e1a6a6528b670d2b7aa46ae35adcd37cc593_630186.jpg,Android OS,4 GB RAM,FHD-LCD Touchscreen,"8.7""",1340 X 800 Pixels,,64 GB,333.00 g ( 11.75 oz ),https://www.jarir.com/sa-en/samsung-galaxy-tab-a9-tablet-pc-630186.html,,,,379.0,new
Wi-Fi Tablet PC,Apple,iPad 10.2 9th Gen,569417,20%,1199,949.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/569417.jpg,iPadOS 15,,Retina Display,"10.2""",2160 X 1620 Pixel,Fingerprint Sensor Touch ID,64 GB,487.00 g ( 1.07 lb ),https://www.jarir.com/sa-en/apple-tablet-pc-569417.html,,,,949.0,new
Tablet - Wi-Fi (with Active Pen),Huawei,MatePad SE 11,635867,25%,999,749.0,Nebula Grey,https://ak-asset.jarir.com/akeneo-prod/asset/a/6/1/b/a61b1387e2a61bf43ab78bcff3fb76f31948eaea_635867.jpg,HarmonyOS 2,8 GB RAM,IPS FHD-LCD Touchscreen,"11""",1920 X 1200 Pixels,22.5W Fast Charging,128 GB,475.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/huawei-tablet-pc-635867.html,,,,749.0,new
Tablet - Wi-Fi (with Keyboard),Huawei,MatePad 11.5 PaperMatte,635352,12%,1599,1399.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/7/f/4/b/7f4bcb5ac9bbdcacf36ebb6e61640aab8f40cc60_635352.jpg,HarmonyOS 3.1,8 GB RAM,TFT-LCD Touchscreen,"11.5""",2200 X 1440 Pixels,Huawei App Gallery,256 GB,499.00 g ( 1.10 lb ),https://www.jarir.com/sa-en/huawei-tablet-pc-635352.html,,,,1399.0,new
Tablet - Wi-Fi (with Keyboard),Huawei,MatePad Air PaperMatte,629041,7%,2599,2399.0,White,https://ak-asset.jarir.com/akeneo-prod/asset/7/0/4/0/704064e71c7899858b7b27890ac425a1225b1e6c_629041.jpg,HarmonyOS 3.1,12 GB RAM,2.8K 144 Hz LCD Display,"11.5""",2800 X 1840 Pixels,Papermatte Edition,256 GB,508.00 g ( 1.12 lb ),https://www.jarir.com/sa-en/huawei-tablet-pc-629041.html,,,,2399.0,new
Wi-Fi Tablet PC,Xiaomi,Redmi Pad SE 11,651465,23%,849,649.0,Lavender Purple,https://ak-asset.jarir.com/akeneo-prod/asset/8/9/6/6/8966734e52a8f2dfc91a781ae294c31507f460d6_651465.jpg,Android 13,8 GB RAM,FHD-LCD Touchscreen,"11""",1920 X 1200 Pixels,"90 Hz Refresh Rate, Low Blue Light",256 GB,478.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/xiaomi-redmi-pad-se-11-tablet-pc-651465.html,,2.4 GHz,,649.0,new
Tablet - Wi-Fi (with Keyboard),Huawei,MatePad 11.5 PaperMatte,649521,12%,1599,1399.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/8/a/9/7/8a976d405848d7a1f3528c3c78ed41a3bceea178_649521.jpg,HarmonyOS 4.2,8 GB RAM,120 Hz PaperMatte Touchscreen,"11.5""",2200 X 1440 Pixels,Huawei App Gallery,256 GB,499.00 g ( 1.10 lb ),https://www.jarir.com/sa-en/huawei-matepad-11-5-papermatte-tablet-pc-649521.html,,,,1399.0,new
Wi-Fi Tablet PC,Xiaomi,Redmi Pad SE 8.7,640272,25%,599,449.0,Sky Blue,https://ak-asset.jarir.com/akeneo-prod/asset/5/0/0/3/5003c4d24e8639511b2f3d73cd2e54bfef4129b4_640272.jpg,Android HyperOS,6 GB RAM,IPS-LCD Touchscreen,"8.7""",1340 X 800 Pixels,Triple TUV Rheinland Eye Protection,128 GB,373.00 g ( 13.17 oz ),https://www.jarir.com/sa-en/xiaomi-redmi-pad-se-tablet-pc-640272.html,,2.0 GHz,,449.0,new
Tablet - Wi-Fi (with Keyboard),Huawei,MatePad 11.5 PaperMatte,649530,12%,1599,1399.0,Isle Blue,https://ak-asset.jarir.com/akeneo-prod/asset/0/f/6/e/0f6e2c4d8b04db4533c1fbfd9a6f300b910776f5_649530.jpg,HarmonyOS 4.2,8 GB RAM,120 Hz PaperMatte Touchscreen,"11.5""",2200 X 1440 Pixels,Huawei App Gallery,256 GB,499.00 g ( 1.10 lb ),https://www.jarir.com/sa-en/huawei-matepad-11-5-papermatte-tablet-pc-649530.html,,,,1399.0,new
Wi-Fi Tablet PC,Xiaomi,Redmi Pad SE 11,651463,23%,849,649.0,Graphite Grey,https://ak-asset.jarir.com/akeneo-prod/asset/8/1/2/1/8121faeeb891def7b5d7f958c0a54b5e53d481fd_651463.jpg,Android 13,8 GB RAM,FHD-LCD Touchscreen,"11""",1920 X 1200 Pixels,90 Hz Refresh Rate,256 GB,478.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/xiaomi-redmi-pad-se-11-tablet-pc-651463.html,,2.4 GHz,,649.0,new
Wi-Fi Tablet PC,Apple,iPad 10.9 10th Gen,598663,3%,1299,1249.0,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/c/6/e/0/c6e0cb6aaf929e170d02799c1129b55e67d38b1a_598663.jpg,iPadOS 16,,Liquid Retina Display,"10.9""",2360 X 1640 Pixels,Touch ID Sensor,64 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-10-9-10th-gen-tablet-pc-598663.html,,,,1249.0,new
Wi-Fi Tablet PC,Apple,iPad 10.9 10th Gen,598646,3%,1299,1249.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/f/e/4/5/fe453e04bef0359f750c3a074c3fee17aacf9f3f_598646.jpg,iPadOS 16,,Liquid Retina Display,"10.9""",2360 X 1640 Pixels,Touch ID Sensor,64 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-10-9-10th-gen-tablet-pc-598646.html,,,,1249.0,new
Wi-Fi Tablet PC,Apple,iPad 10.9 10th Gen,598667,3%,1299,1249.0,Pink,https://ak-asset.jarir.com/akeneo-prod/asset/4/a/5/3/4a53f23df7a0874210e0dbf679ce8ba4949ab86f_598667.jpg,iPadOS 16,,Liquid Retina Display,"10.9""",2360 X 1640 Pixels,Fingerprint Sensor Touch ID,64 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-10-9-10th-gen-tablet-pc-598667.html,,,,1249.0,new
Wi-Fi Tablet PC,Apple,iPad 10.9 10th Gen,598668,2%,1899,1849.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/0/0/2/a/002a6271ab4d9bf55eb8eb01dae5c6af2aac0406_598668.jpg,iPadOS 16,,Liquid Retina Display,"10.9""",2360 X 1640 Pixels,Touch ID Sensor,256 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-10-9-10th-gen-tablet-pc-598668.html,,,,1849.0,new
Wi-Fi Tablet PC,Apple,iPad 10.9 10th Gen,598670,2%,1899,1849.0,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/9/4/2/d/942d14411b3a506a6e6d5ceda13dd8bc1f8d51d1_598670.jpg,iPadOS 16,,Liquid Retina Display,"10.9""",2360 X 1640 Pixels,Touch ID Sensor,256 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-10-9-10th-gen-tablet-pc-598670.html,,,,1849.0,new
Wi-Fi Tablet PC,Apple,iPad 10.9 10th Gen,598722,2%,1899,1849.0,Pink,https://ak-asset.jarir.com/akeneo-prod/asset/d/c/3/2/dc327d5b767fd7da6644909827b327d9e9d8afdf_598722.jpg,iPadOS 16,,Liquid Retina Display,"10.9""",2360 X 1640 Pixels,Touch ID Sensor,256 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-10-9-10th-gen-tablet-pc-598722.html,,,,1849.0,new
Tablet - Wi-Fi (with Case Cover + Film),Lenovo,Tab M9,647252,11%,449,399.0,Arctic Grey,https://ak-asset.jarir.com/akeneo-prod/asset/3/9/7/6/39760b0fbdefa4ed299bb48c02a4b3909ee06abc_647252.jpg,Android 12,4 GB RAM,HD IPS 400N Touchscreen,"9""",1340 X 800 Pixels,"Accelerometer, Ambient Light, Hall Sensor",64 GB (eMMC),344.00 g ( 12.14 oz ),https://www.jarir.com/sa-en/lenovo-tab-m9-tablet-pc-647252.html,,2.0 + 1.8 GHz,,399.0,new
Tablet - Wi-Fi (with Clear Case Cover),Honor,Pad X9,620033,,799,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/a/b/a/3/aba3c1c3898ef637e34bf38f9ba65cd14ee80c69_620033.jpg,MagicOS 7.1,4 GB RAM,IPS-LCD Touchscreen,"11.5""",2000 X 1200 Pixels,,128 GB,.87 kg ( 1.92 lb ),https://www.jarir.com/sa-en/honor-pad-x9-tablet-pc-620033.html,,4X 2.8 (Cortex-A73) + 4X 1.9 (Cortex-A53) GHz,,,new
Wi-Fi Tablet PC,Huawei,MatePad SE 11,635866,2%,799,779.0,Nebula Grey,https://ak-asset.jarir.com/akeneo-prod/asset/a/5/e/0/a5e05e4df997886433df82c5516eb189cdc702d2_635866.jpg,HarmonyOS 2,4 GB RAM,IPS FHD-LCD Touchscreen,"11""",1920 X 1200 Pixels,22.5W Fast Charging,128 GB,475.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/huawei-tablet-pc-635866.html,,,,779.0,new
Tablet - 4G,Huawei,MatePad SE,607023,,849,,Black,https://ak-asset.jarir.com/akeneo-prod/asset/c/d/2/3/cd23fa9c0877b28abc9b94b6304604a686165ce4_607023.jpg,HarmonyOS 3,4 GB RAM,IPS-LCD Touchscreen,"10.4""",2000 X 1200 Pixels,Huawei App Gallery,64 GB (eMMC),.44 kg ( .97 lb ),https://www.jarir.com/sa-en/huawei-huawei-tablet-pc-607023.html,,,,,new
Wi-Fi Tablet PC,Huawei,MatePad 11.5,620445,36%,1099,699.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/9/a/8/a/9a8a472da9efb2a163dc8137db9951471109b24e_620445.jpg,HarmonyOS 3.1,6 GB RAM,TFT-LCD Touchscreen,"11.5""",2200 X 1440 Pixels,Wide Angle Camera with FollowCam,128 GB,499.00 g ( 1.10 lb ),https://www.jarir.com/sa-en/huawei-tablet-pc-620445.html,,,,699.0,new
Tablet - Wi-Fi (with Clear Case Cover),Honor,Pad X8,619670,,699,,Blue Hour,https://ak-asset.jarir.com/akeneo-prod/asset/3/4/0/6/3406b855815a05133987742e40d45d9cd740dee0_619670.jpg,Android S,4 GB RAM,IPS-LCD Touchscreen,"10.1""",1920 X 1200 Pixels,"Blue Light Filter, Posture Alerts, e-Book Mode",64 GB,.46 kg ( 1.01 lb ),https://www.jarir.com/sa-en/honor-tablet-pc-619670.html,,2X 2.0 (Cortex A75) + 6X 1.8 (Cortex A55) GHz,,,new
Wi-Fi Tablet PC,Samsung,Galaxy S9 FE+,624939,,2299,,Grey,https://ak-asset.jarir.com/akeneo-prod/asset/b/7/d/3/b7d3c8af1972ad5d2f87fd9a0960fef6408f1342_624939.jpg,Android OS,8 GB RAM,WQXGA TFT-LCD,"12.4""",2560 X 1600 Pixels,"90 Hz Display, S Pen, Low Blue Light, Water and Dust Resistant (IP68)",128 GB,.63 kg ( 1.39 lb ),https://www.jarir.com/sa-en/samsung-galaxy-s9fe-tablet-pc-624939.html,,,,,new
Tablet - 4G (with Case Cover),Honor,Pad X9,622931,,899,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/3/c/f/1/3cf1be27b3f0fd0062111026567bfcb177db11d2_622931.jpg,Android 13,4 GB RAM,IPS-LCD Touchscreen,"11.5""",2000 X 1200 Pixels,,128 GB,525.00 g ( 1.16 lb ),https://www.jarir.com/sa-en/honor-pad-x9-tablet-pc-622931.html,,4X 2.8 (Cortex-A73) + 4X 1.9 (Cortex-A53) GHz,1 SIM,,new
Wi-Fi Tablet PC,Apple,iPad Pro 11 M4,637758,,7849,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/7/2/d/2/72d2235a3444519eeb213ae2bbb18b8c5a9b45ba_637758.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer",1 TB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-tablet-pc-637758.html,Apple Intelligence,4 Performance Cores/6 Efficiency Cores,,,new
Tablet - 4G (with Case Cover),Lenovo,Tab M10 (3rd Gen),600565,,799,,Storm Grey,https://ak-asset.jarir.com/akeneo-prod/asset/a/1/6/4/a1648c62a3efe0f04be0780968d1c868900947b9_600565.jpg,Android 11,4 GB RAM,IPS FHD-LCD Touchscreen,"10.1""",1920 X 1200 Pixels,,64 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/lenovo-tab-m10-3rd-gen-tablet-pc-600565.html,,1.8 GHz,1 SIM,,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,654265,,5949,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/8/f/f/8/8ff8b6d4381360b4b2e725389feaa1bcf93a7203_654265.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,1 TB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654265.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 12.9 M2,652517,49%,8149,4099.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/4/c/1/8/4c18abf713f8a08a7d32c5386ba1998d6b0010f3_652517.jpg,iPadOS 16,16 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",1 TB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-m2-renewed-tablet-pc-652517.html,,4 Performance Cores/4 Efficiency Cores,,4099.0,renewed
Tablet - 4G (with Folio Case Cover & Stylus),Lenovo,Tab M11,630949,,1149,,Luna Grey,https://ak-asset.jarir.com/akeneo-prod/asset/3/0/1/2/3012258d60a495d7914dea6547ad80ec86fbd4a2_630949.jpg,Android 13,8 GB RAM,WUXGA-IPS 400N 90 Hz Display,"11""",1920 X 1200 Pixels,"Water and Dust Resistant (IP52), 90 Hz Display, Low Blue Light",128 GB,465.00 g ( 1.03 lb ),https://www.jarir.com/sa-en/lenovo-tab-m11-tablet-pc-630949.html,AI Enabled,2X 2.0 (Cortex A75) + 6X 1.8 (Cortex A55) GHz,1 SIM,,new
Tablet - 5G,Apple,iPad Pro 12.9 M1,660247,35%,6999,4499.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/4/f/4/e/4f4e07e93877674541ac9e6676843d3e9ed5ad7d_660247.jpg,iPadOS 14,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Barometer, Ambient Light",512 MB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-m1-renewed-tablet-pc-660247.html,Apple Intelligence,,1 SIM,4499.0,renewed
Tablet - 4G,Apple,iPad Pro 12.9 - 2020,641450,40%,6519,3899.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/b/5/b/6/b5b6feacd6c40c4954568e6c9e515eae7f9180d7_641450.jpg,iPadOS,,Liquid Retina Display,"12.9""",2732 X 2048 Pixels,"Ultralow Reflectivity, True Tone, LiDAR Scanner",512 MB,643.00 g ( 1.42 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2020-renewed-tablet-pc-641450.html,,,1 SIM,3899.0,renewed
Tablet - 5G,Apple,iPad Pro 12.9 M2,620155,39%,6149,3699.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/e/8/e/c/e8ecf570f9ddc15d63f28c204a3ccb829dde0f92_620155.jpg,iPadOS 16,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,685.00 g ( 1.51 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-renewed-tablet-pc-620155.html,,4 Performance Cores/4 Efficiency Cores,1 SIM,3699.0,renewed
Tablet - 5G,Apple,iPad Pro 12.9 M1,642391,35%,6999,4499.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/2/3/4/5/23450b6018c6035f866abf034db77f400b80098f_642391.jpg,iPadOS 14,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer",512 MB,685.00 g ( 1.51 lb ),https://www.jarir.com/sa-en/apple-renewed-tablet-pc-642391.html,,,1 SIM,4499.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 12.9 M2,631528,38%,6349,3899.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/e/8/b/6/e8b651b2ab408802287c2ffcb7fdefeafa8c9097_631528.jpg,iPadOS 16,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 MB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-renewed-tablet-pc-631528.html,,4 Performance Cores/4 Efficiency Cores,,3899.0,renewed
Tablet - 5G,Apple,iPad Pro 12.9 M1,621618,38%,6199,3799.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/0/5/c/c/05ccd86e891294c28004660236aeab3cb52f7347_621618.jpg,iPadOS 14,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Barometer, Ambient Light",256 GB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2021-renewed-tablet-pc-621618.html,,,1 SIM,3799.0,renewed
Tablet - 5G,Apple,iPad Pro 13 M4,639801,30%,6899,4799.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/6/e/5/f/6e5ff0feb07d7accb93413ccbcee00155aa70450_639801.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,582.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-renewed-tablet-pc-639801.html,,3 Performance Cores/6 Efficiency Cores,,4799.0,renewed
Tablet - 5G,Apple,iPad Pro 12.9 M2,634796,29%,7049,4999.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/f/0/0/3/f003cfd4dd1f6b1dfc7c6f07531d09ff20fcea14_634796.jpg,iPadOS 16,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 MB,685.00 g ( 1.51 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-renewed-tablet-pc-634796.html,,4 Performance Cores/4 Efficiency Cores,1 SIM,4999.0,renewed
Tablet - 5G,Apple,iPad Pro 13 M4,639834,27%,6899,4999.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/b/c/0/e/bc0e0f4a5897e800201f7b3eed95c40125b89b52_639834.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,582.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-renewed-tablet-pc-639834.html,,3 Performance Cores/6 Efficiency Cores,,4999.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 12.9 M1,571841,37%,5399,3399.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/a/7/7/5/a775a9cc08843fe644076ca819bcefe215554124_571841.jpg,iPadOS 14,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Barometer, Ambient Light",256 GB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2021-renewed-tablet-pc-571841.html,,,,3399.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 11 M4,659441,23%,7849,5999.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/9/b/f/c/9bfcb5afedd6815d6df321eae2ecb4f8ca198b99_659441.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer",1 TB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-renewed-tablet-pc-659441.html,Apple Intelligence,4 Performance Cores/6 Efficiency Cores,,5999.0,renewed
Tablet - 5G,Samsung,Galaxy Tab S8,661273,54%,3299,1499.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/9/c/4/8/9c48d95d595bce2ee2224b538963b71619b0e13d_661273.jpg,Android 12,8 GB RAM,TFT-LCD Touchscreen,"11""",2560 X 1600 Pixels,Fingerprint,128 GB,507.00 g ( 1.12 lb ),https://www.jarir.com/sa-en/samsung-galaxy-tab-s8-renewed-tablet-pc-661273.html,,,1 SIM,1499.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,641447,28%,5999,4299.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/7/8/a/1/78a1f64ac82f19d6e06815cf7101e228217b8290_641447.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-renewed-tablet-pc-641447.html,,3 Performance Cores/6 Efficieny Cores,,4299.0,renewed
Tablet - Wi-Fi (with Keyboard),Huawei,MatePad Pro 12.2,652358,40%,3599,2149.0,Premium Gold,https://ak-asset.jarir.com/akeneo-prod/asset/8/4/c/9/84c925bde53e8aa03ff8e7866c0d73cd3b3c04d3_652358.jpg,HarmonyOS 4.2,12 GB RAM,OLED PaperMatte Touchscreen,"12.2""",2800 X 1840 Pixels,"Huawei Notes, GoPaint, 100W Fast Charging, Smart Device",512 MB,508.00 g ( 1.12 lb ),https://www.jarir.com/sa-en/huawei-matepad-pro-12-2-renewed-tablet-pc-652358.html,,,,2149.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,641441,24%,6899,5199.0,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/b/0/8/6/b086194cd4f80b8d7d77f92665b8c419e11127b7_641441.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 MB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-renewed-tablet-pc-641441.html,,3 Performance Cores/6 Efficieny Cores,,5199.0,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 12.9 M2,618045,28%,4999,3599.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/8/a/2/a/8a2a39b40f01017d6c5db176fac036a00b13406d_618045.jpg,iPadOS 16,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",128 GB,682.00 g ( 1.50 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-renewed-tablet-pc-618045.html,,4 Performance Cores/4 Efficiency Cores,,3599.0,renewed
