product_type,brand,model,sku,discount_percent,regular_price_sar,sale_price_sar,color,image_url,os,ram,screen_refresh_rate_hz,screen_size_inch,screen_type,special_features,storage,weight_kg,product_url,ai_enabled,cpu_clock,sim_slots,price,renewed
Wi-Fi Tablet PC,Apple,iPad Pro 11 M4,635573,,4699,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/a/1/f/7/a1f7be204df1877a0a338450f29adb5678457b8b_635573.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,444.00 g ( 15.67 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-tablet-pc-635573.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Wi-Fi Tablet PC,Apple,iPad A16,654165,,1599,,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/b/e/0/e/be0ee618cfb2fbf4cd4ffbeebf686393d5d2140b_654165.jpg,iPadOS 18,,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID Sensor,128 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-a16-tablet-pc-654165.html,,,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,635597,,5999,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/8/e/f/0/8ef018370b7668f9b129de834e2f541f41ab6235_635597.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-tablet-pc-635597.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 11 M4,635600,,4699,,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/7/1/4/6/7146bcf2eb5a79b11ff4cb926fc8d28c8dbb184a_635600.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,444.00 g ( 15.67 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-tablet-pc-635600.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),645005,,2299,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/1/f/e/a/1feafb3e5b85dd599c2b51385b02b252cbca2d2a_645005.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",128 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-7-tablet-pc-645005.html,Apple Intelligence,,,,new
Tablet - 5G,Apple,iPad Pro 13 M4,635609,,7799,,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/0/5/a/e/05ae911d95101f6e164e12b37c6db9cc67fabeed_635609.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 GB,582.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-tablet-pc-635609.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Tablet - 5G,Apple,iPad Pro 13 M4,635603,,6899,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/d/1/2/d/d12df51d723efb34cf442fbaba0e16b7a50e648f_635603.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,582.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-tablet-pc-635603.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Tablet - 5G,Apple,iPad mini (A17 Pro),645014,,2999,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/8/9/6/9/89699b0c43858e7f689e9cca36a255002852149f_645014.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",128 GB,297.00 g ( 10.48 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-7-tablet-pc-645014.html,Apple Intelligence,,1 SIM,,new
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),645010,,2299,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/e/4/4/1/e441d1415b40a9d149db102a4c89652c87497ea7_645010.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",128 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-7-tablet-pc-645010.html,Apple Intelligence,,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654204,,2699,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/f/7/8/a/f78afcdbc91a7df50c972fb03a1bbe7a18ae1925_654204.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,128 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654204.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654212,,3149,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/f/e/e/b/feebe865f021d9df7c204b4b77e5d93bb6fdb8c1_654212.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,256 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654212.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Huawei,MatePad 11.5,659580,,1099,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/d/d/8/c/dd8ca0a279f4c32bc00b110a7636857aceef1fb3_659580.jpg,HarmonyOS 4.2,6 GB RAM,2.2K 120 Hz IPS-LCD Touchscreen,"11.5""",2200 X 1440 Pixels,,128 GB,499.00 g ( 1.10 lb ),https://www.jarir.com/sa-en/huawei-matepad-11-5-tablet-pc-659580.html,,,,,new
Wi-Fi Tablet PC,Apple,iPad A16,654179,,1599,,Yellow,https://ak-asset.jarir.com/akeneo-prod/asset/5/1/b/1/51b19d737ae5bc59b1aa8a1e1ac3db53de05ce6a_654179.jpg,iPadOS 18,,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID Sensor,128 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-a16-tablet-pc-654179.html,,,,,new
Wi-Fi Tablet PC,Apple,iPad A16,654185,,2049,,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/9/9/b/c/99bcba9c005dcf736bf0cde6d054978832a811a9_654185.jpg,iPadOS 18,,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID Sensor,256 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-a16-tablet-pc-654185.html,,,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654231,,3149,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/3/2/9/e/329e5f6cd9cfaca33fce1a05ebed2d090cb63e56_654231.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,256 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654231.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,635672,,10499,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/e/4/3/f/e43f3e5166f1c12d414c173d0a08006babbf11e6_635672.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer",2 TB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-tablet-pc-635672.html,Apple Intelligence,4 Performance Cores/6 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Pro 13 M4,635673,,9599,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/e/5/6/1/e5618de62ab155ad5f0637615c55548b562c39ca_635673.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer",1 TB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-tablet-pc-635673.html,Apple Intelligence,4 Performance Cores/6 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Pro 11 M4,635613,,6499,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/7/2/4/3/7243c0acf27adf1a3d37db9d23fc00f1ab289c0a_635613.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 GB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-tablet-pc-635613.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),645029,,2299,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/7/3/8/f/738fbd4ca648935bfef344225978dee6a260878a_645029.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",128 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-a17-pro-tablet-pc-645029.html,Apple Intelligence,,,,new
Tablet - 5G,Apple,iPad Pro 11 M4,635589,,5599,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/a/a/f/d/aafd12e73e0e0d56d758c45a0bb172b32e19987b_635589.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-tablet-pc-635589.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Tablet - 5G,Apple,iPad mini (A17 Pro),645017,,2999,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/e/1/a/5/e1a5f4d1c465fcba1824113bf474d864c554e05b_645017.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",128 GB,297.00 g ( 10.48 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-7-tablet-pc-645017.html,Apple Intelligence,,1 SIM,,new
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),645027,,2299,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/d/a/9/9/da9990290cf7bb777259fa410385ab19be18473d_645027.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",128 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-a17-pro-tablet-pc-645027.html,Apple Intelligence,,,,new
Tablet - 5G,Apple,iPad Air 13 M3,654191,,4399,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/1/6/2/a/162ab201408f716c24681aaedfc43f151d804e52_654191.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654191.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Air 11 M3,654236,,4749,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/3/3/7/a/337a8b369561a1eef28cd0e5731ae0512b28f2e2_654236.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,512 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654236.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Air 13 M3,654203,,4399,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/3/4/6/9/3469f2573f1a9259ef13afa71af55c1ee1bb5b53_654203.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654203.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad A16,654197,,2949,,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/8/d/f/1/8df1a79edb00150bfd0fead9ed9c93537ceb8f2f_654197.jpg,iPadOS 18,,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID Sensor,512 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-a16-tablet-pc-654197.html,,,,,new
Tablet - 5G,Apple,iPad Air 11 M3,654233,,3849,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/e/f/e/3/efe36f93553fbe341ba859f74746eceeeb5c8ca3_654233.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,256 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654233.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Air 11 M3,654234,,3849,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/c/f/0/b/cf0bcdf80396949f978d6eda3c4e786ea6ec2ae7_654234.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,256 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654234.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad A16,654195,,2049,,Pink,https://ak-asset.jarir.com/akeneo-prod/asset/7/7/5/9/77594d80ff21ed3c56072ad1e4747572839ff1f5_654195.jpg,iPadOS 18,,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID Sensor,256 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-a16-tablet-pc-654195.html,,,,,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,654235,,4149,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/e/3/5/3/e3539df76b2a160123091a15584262f3684c7719_654235.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654235.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad A16,654192,,2049,,Yellow,https://ak-asset.jarir.com/akeneo-prod/asset/8/7/c/c/87cc5a1407a59c1aa83e5e05b50d0e9849c79047_654192.jpg,iPadOS 18,,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID Sensor,256 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-a16-tablet-pc-654192.html,,,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654199,,2699,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/a/9/f/f/a9ff67140c60987a1f39a9304333850ea4cc50f2_654199.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,128 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654199.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad A16,654201,,2949,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/c/1/d/f/c1df0b89448ad568ac770af1d6ad85f56663aa66_654201.jpg,iPadOS 18,,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID Sensor,512 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-a16-tablet-pc-654201.html,,,,,new
Tablet - 5G,Apple,iPad Air 11 M3,654200,,3399,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/5/8/6/1/5861c2dbd2c07e8a6ea45d30716b9ccd2daa37ad_654200.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,128 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654200.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,654202,,3699,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/9/c/f/f/9cffe91f379313e3506adfa00a0581c014c3ee6b_654202.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654202.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654241,,4049,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/b/0/2/6/b026e29a09089c3f4c6b62d845973bf9f6d0cedf_654241.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,512 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654241.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,654251,,5049,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/8/6/3/d/863d124f8e76797c47474f999775816d16d679ae_654251.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,512 GB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654251.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654252,,4049,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/b/4/3/d/b43d9ac5d559983e45d06449b2259e33f8207a13_654252.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,512 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654252.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,654237,,4149,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/d/6/a/c/d6ac60d6b30d69ff56cd0eeacd94506202c24d58_654237.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654237.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,654187,,3699,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/6/7/5/4/675431e6b2ef079e6209cb05581bbfb190486ba6_654187.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654187.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Air 11 M3,654183,,3399,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/7/a/c/9/7ac9c0a18d0b951257342102a6e6912c04162ac4_654183.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,128 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654183.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,654242,,4149,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/d/b/4/b/db4bb3f5899521b7bc666cb4fe3d46ffc766a3cd_654242.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654242.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654249,,4049,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/1/e/3/a/1e3a6895dd837ba3315ba48d6d3bd8487b104351_654249.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,512 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654249.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad A16,654188,,2049,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/4/a/a/f/4aaf4c37280a1575eaa2a5b41d781e65f70d1f9c_654188.jpg,iPadOS 18,,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID Sensor,256 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-a16-tablet-pc-654188.html,,,,,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,654244,,5049,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/5/7/4/c/574cecfb963e1d1042b62929866a709108627a66_654244.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,512 GB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654244.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654246,,4049,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/c/b/4/a/cb4a5be9234527ae79cd78ca6005447e69d951b5_654246.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,512 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654246.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad A16,654181,,1599,,Pink,https://ak-asset.jarir.com/akeneo-prod/asset/5/b/b/2/5bb2444ff9c3c6303a9f2027cfc8ff445f5bf020_654181.jpg,iPadOS 18,,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID Sensor,128 GB,477.00 g ( 1.05 lb ),https://www.jarir.com/sa-en/apple-ipad-a16-tablet-pc-654181.html,,,,,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,654210,,3699,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/e/7/d/1/e7d1e140a993ec8fd219caf6abf60689f0e48fe8_654210.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654210.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Air 13 M3,654211,,4849,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/6/0/1/0/60100d8ba3e9f059f51e47bd15da90dea98b6c7d_654211.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654211.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Air 13 M3,654213,,4849,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/a/f/9/d/af9d182beb7d903d38c03afc86c81d9263bdad69_654213.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654213.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654216,,3149,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/1/4/7/9/1479a33ba9d2ada14a28fb4a60ff75aa8a804041_654216.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,256 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654216.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Air 11 M3,654217,,3399,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/2/9/9/b/299bcc8f4728c94a7dd6a084ae2c08ed40536e64_654217.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,128 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654217.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,654230,,4149,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/f/3/b/6/f3b6e22b6613b74bf2b5836bd684ef9c7f379c14_654230.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654230.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654177,,2699,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/9/1/b/c/91bc972918e7ab3e0051f5a949d64e872906ca11_654177.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,128 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654177.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M3,654221,,3699,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/e/5/a/c/e5acb35566b17615acd702a4182a2d93feca4991_654221.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,616.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654221.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
