product_type,brand,model,sku,discount_percent,regular_price_sar,sale_price_sar,ai_coprocessor,ai_enabled,color,cpu_clock,cpu_model,gpu_model,os,ram,release_date,screen_refresh_rate_hz,screen_resolution,screen_size_inch,storage,touchscreen,webcam,weight_kg,product_url,audio_feature,special_features
Laptop,Microsoft,Surface,639206,17%,9699,7999,Qualcomm Hexagon NPU 45 TOPS,CoPilot+ PC,Black,3.4 GHz,Qualcomm Snapdragon,Qualcomm Adreno GPU,Windows 11 Home,32 GB RAM,2024,PixelSense Flow,2496 x 1664,"15""",1 TB SSD,Yes,1080P FHD Camera,1.60 kg ( 3.53 lb ),https://www.jarir.com/sa-en/microsoft-laptops-639206.html,,
Laptop,Lenovo,Yoga Pro 7,636692,31%,7299,4999,AMD Ryzen AI up to 50 TOPS,AI Enabled,Luna Grey,2.0 GHz,AMD Ryzen 9,Integrated AMD,Windows 11 Home,32 GB RAM,2024,2.8K OLED Display,2880 X 1800 (OLED),"14.5""",1 TB SSD,,FHD 1080p with E-shutter,1.59 kg ( 3.51 lb ),https://www.jarir.com/sa-en/lenovo-yoga-pro7-laptops-636692.html,,
Laptop,Acer,Swift,635184,33%,5699,3799,Qualcomm Hexagon NPU up to 45 TOPS,CoPilot+ PC,Silver,3.4 GHz,,Qualcomm Adreno GPU,Windows 11,16 GB RAM,2024,QHD 120 Hz Display,2560 X 1600,"14.5""",1 TB SSD,,QHD Webcam,1.20 kg ( 2.65 lb ),https://www.jarir.com/sa-en/acer-swift-sf14-11-x41l-laptops-635184.html,Built-in Mic/Speakers,
Laptop,Lenovo,Yoga Slim 7,646830,28%,5999,4299,Qualcomm Hexagon NPU up to 45 TOPS,CoPilot+ PC,Cosmic Blue,3.4 GHz,Snapdragon X Plus,Qualcomm Adreno GPU,Windows 11 Home,16 GB RAM,2024,3K OLED Multi-touch,2944 X 1840,"14.5""",1 TB PCIe NVMe M.2 SSD,Yes,FHD 1080p with E-shutter,1.28 kg ( 2.82 lb ),https://www.jarir.com/sa-en/lenovo-yoga-slim-7-laptops-646830.html,"Dolby Atmos, 2 X 2W Tweeters + 2 X 2W Woofers",
Laptop,Huawei,MateBook,638525,32%,4299,2899,Intel AI Boost,AI Enabled,Space Grey,P-core: 1.2 - 4.5 GHz/E-core: 0.7 - 3.6 GHz,Intel Core Ultra 5,Intel Arc Graphics,Windows 11 Home,16 GB RAM,2024,OLED Display,2880 X 1920,"14.2""",1 TB M.2 NVMe PCIe 4.0 SSD,Yes,FHD (2 MP) Webcam,1.31 kg ( 2.89 lb ),https://www.jarir.com/sa-en/huawei-laptops-638525.html,Built-in Mic/Speakers,Full Size Keyboard
Laptop,Huawei,MateBook X Pro,635791,28%,6999,4999,Intel AI Boost,AI Enabled,Black,P-core: 1.4 - 4.8 GHz/E-core: 0.9 - 3.8 GHz,Intel Core Ultra 7,Intel Arc Graphics,Windows 11 Home,16 GB RAM,2024,3K OLED Display,3120 X 2080,"14.2""",1 TB PCIe NVMe M.2 SSD,Yes,1080p HD Camera,980.00 g ( 2.16 lb ),https://www.jarir.com/sa-en/huawei-laptops-635791.html,"6 Speakers, 4 Microphone",
Laptop,Asus,Zenbook,639434,21%,6999,5499,Intel AI Boost up to 47 TOPS,CoPilot+ PC,Zumaia Grey,1.8 GHz,Intel Core Ultra 7,Intel Arc Graphics,Windows 11 Home,32 GB RAM,2024,3K OLED 120 Hz,2880 X 1800 (OLED),"14""",1 TB M.2 NVMe PCIe 4.0 SSD,,FHD IR Camera,1.20 kg ( 2.65 lb ),https://www.jarir.com/sa-en/asus-laptops-639434.html,"Built-in Speaker/Microphone, Smart Amp Technology, Harman/Kardon (Premium)","Copilot Key, Backlit Chiclet Keyboard"
Laptop,Lenovo,Yoga Slim 7,636632,28%,6999,4999,Qualcomm Hexagon NPU 45 TOPS,CoPilot+ PC,Cosmic Blue,3.4 GHz,Qualcomm Snapdragon,Qualcomm Adreno GPU,Windows 11 Home,32 GB RAM,2024,3K OLED Multi-touch,2944 X 1840,"14.5""",1 TB SSD,Yes,FHD IR Camera,1.29 kg ( 2.84 lb ),https://www.jarir.com/sa-en/lenovo-ygs7-14q8x9-laptops-636632.html,"Built-in Speakers, Optimized with Dolby Atmos","Ultra Slim, DisplayHDR, Low Blue Light"
Laptop,Lenovo,Yoga Pro 9,639986,15%,9999,8499,Intel AI Boost,AI Enabled,Luna Grey,P-core: 2.3 - 5.1 GHz/E-core: 1.8 - 3.8 GHz,Intel Core Ultra 9,NVIDIA GeForce RTX 4060 (8 GB),Windows 11,32 GB RAM,2024,3.2K Mini LED 165 Hz,3200 X 2000,"16""",1 TB SSD,,5 MP + IR with E-shutter,2.10 kg ( 4.63 lb ),https://www.jarir.com/sa-en/lenovo-yoga-pro-9-laptops-639986.html,6 Speakers with Smart Amp Technology,
Laptop,Huawei,MateBook,638523,27%,4999,3649,Intel AI Boost,AI Enabled,Green,P-core: 1.4 - 4.8 GHz/E-core: 0.9 - 3.8 GHz,Intel Core Ultra 7,Intel Arc Graphics,Windows 11 Home,16 GB RAM,2024,OLED Display,2880 X 1920,"14.2""",1 TB M.2 NVMe PCIe 4.0 SSD,,FHD (2 MP) Webcam,1.31 kg ( 2.89 lb ),https://www.jarir.com/sa-en/huawei-laptops-638523.html,Built-in Mic/Speakers,Full Size Keyboard
Laptop,Huawei,MateBook D,628657,37%,3499,2199,,,Mystic Silver,P-core: 2.1 - 4.6 GHz/E-core: 1.5 - 3.4 GHz,Intel Core i5,Intel UHD Graphics,Windows 11,16 GB RAM,2024,FHD-IPS Anti-glare,1920 X 1200 (WUXGA),"16""",1 TB SSD,,FHD Webcam,1.73 kg ( 3.81 lb ),https://www.jarir.com/sa-en/huawei-laptops-628657.html,2 X 2W Speakers,
Laptop,Huawei,MateBook,638524,27%,4999,3649,Intel AI Boost,AI Enabled,Space Grey,P-core: 1.4 - 4.8 GHz/E-core: 0.9 - 3.8 GHz,Intel Core Ultra 7,Intel Arc Graphics,Windows 11 Home,16 GB RAM,2024,OLED Display,2880 X 1920,"14.2""",1 TB M.2 NVMe PCIe 4.0 SSD,Yes,FHD (2 MP) Webcam,1.31 kg ( 2.89 lb ),https://www.jarir.com/sa-en/huawei-laptops-638524.html,Built-in Mic/Speakers,Full Size Keyboard
Laptop,Huawei,MateBook D,649193,40%,3299,1949,,,Mystic Silver,P-core: 2.0 - 4.4 GHz/E-core: 1.5 - 3.3 GHz,Intel Core i5,Intel UHD Graphics,Windows 11 Home,16 GB RAM,2024,FHD-LED IPS Display,1920 X 1200 (FHD+),"14""",512 GB PCIe 3.0 NVMe M.2 SSD,,HD (1 MP) Webcam,1.39 kg ( 3.06 lb ),https://www.jarir.com/sa-en/huawei-matebook-d-14-laptops-649193.html,2 X 2W Speakers,
Laptop,Huawei,MateBook D,649191,40%,3199,1899,,,Mystic Silver,P-core: 2.0 - 4.4 GHz/E-core: 1.5 - 3.3 GHz,Intel Core i5,Intel UHD Graphics,Windows 11 Home,16 GB RAM,2024,FHD-IPS Anti-glare,1920 X 1200 (FHD+),"16""",512 GB PCIe 3.0 NVMe M.2 SSD,,HD (1 MP) Webcam,1.70 kg ( 3.75 lb ),https://www.jarir.com/sa-en/huawei-matebook-d-16-laptops-649191.html,2 X 2W Speakers,
Laptop,Microsoft,Surface,639204,19%,6799,5499,Qualcomm Hexagon NPU 45 TOPS,CoPilot+ PC,Black,3.4 GHz,Qualcomm Snapdragon,Qualcomm Adreno GPU,Windows 11 Home,16 GB RAM,2024,PixelSense Flow,2496 x 1664,"15""",512 GB SSD,Yes,1080P FHD Camera,1.60 kg ( 3.53 lb ),https://www.jarir.com/sa-en/microsoft-laptops-639204.html,,
Laptop,Huawei,MateBook D,628514,26%,4999,3699,,,Mystic Silver,P-core: 2.6 - 5.4 GHz/E-core: 1.9 - 4.1 GHz,Intel Core i9,Intel Iris Xe Graphics,Windows 11 Home,16 GB RAM,2024,FHD-IPS Anti-glare,1920 X 1200 (WUXGA),"16""",1 TB SSD,,720p HD Camera,1.73 kg ( 3.81 lb ),https://www.jarir.com/sa-en/huawei-laptops-628514.html,2 X 2W Speakers,
Laptop,Microsoft,Surface,639201,20%,6299,4999,Qualcomm Hexagon NPU 45 TOPS,CoPilot+ PC,,3.4 GHz,Qualcomm Snapdragon,Qualcomm Adreno GPU,Windows 11 Home,16 GB RAM,2024,PixelSense Flow,2304 X 1536,"13.8""",512 GB SSD,Yes,1080P FHD Camera,1.20 kg ( 2.65 lb ),https://www.jarir.com/sa-en/microsoft-laptops-639201.html,,
Laptop,Microsoft,Surface,639200,20%,6299,4999,Qualcomm Hexagon NPU 45 TOPS,CoPilot+ PC,Dune,3.4 GHz,Qualcomm Snapdragon,Qualcomm Adreno GPU,Windows 11 Home,16 GB RAM,2024,PixelSense Flow,2304 X 1536,"13.8""",512 GB SSD,Yes,1080P FHD Camera,1.20 kg ( 2.65 lb ),https://www.jarir.com/sa-en/microsoft-laptops-639200.html,,
Laptop,Microsoft,Surface,639202,20%,6299,4999,Qualcomm Hexagon NPU 45 TOPS,CoPilot+ PC,Sapphire,3.4 GHz,Qualcomm Snapdragon,Qualcomm Adreno GPU,Windows 11 Home,16 GB RAM,2024,PixelSense Flow,2304 X 1536,"13.8""",512 GB SSD,Yes,1080P FHD Camera,1.20 kg ( 2.65 lb ),https://www.jarir.com/sa-en/microsoft-laptops-639202.html,,
Laptop,Asus,Zenbook DUO,648895,13%,8999,7749,Intel AI Boost up to 13 TOPS,AI Enabled,Inkwell Grey,2.9 GHz,Intel Core Ultra 9,Intel Arc Graphics,Windows 11 Home,32 GB RAM,2025,3K OLED Display,2880 X 1800 (OLED),"14""",2 TB M.2 PCIe NVMe 4.0 SSD,Yes,FHD IR Camera,1.65 kg ( 3.64 lb ),https://www.jarir.com/sa-en/asus-zenbook-duo-laptops-648895.html,"Smart Amp Technology, Built-in Speaker",
Laptop,Asus,Zenbook,648896,25%,4499,3349,Qualcomm Hexagon NPU up to 45 TOPS,CoPilot+ PC,Zabriskie BeigeÂ Â ,up to 2.97 GHz,Snapdragon X,Qualcomm Adreno GPU,Windows 11 Home,16 GB RAM,2025,WUXGA-OLED 400N,1920 X 1200 (WUXGA),"14""",1 TB M.2 NVMe PCIe 4.0 SSD,,FHD IR Camera,.99 kg ( 2.18 lb ),https://www.jarir.com/sa-en/asus-zenbook-14-laptops-648896.html,"Smart Amp Technology, Built-in Speaker",
Laptop,Apple,MacBook Air,632676,20%,6199,4949,16-core Neural Engine,Apple Intelligence,Starlight,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-laptops-632676.html,Built-in Mic/Speakers,
Laptop,Lenovo,Yoga Pro 7,653541,19%,6199,4999,Intel AI Boost up to 13 TOPS,AI Enabled,Luna Grey,P-core: 2.0 - 5.1 GHz/E-core: 1.5 - 4.4 GHz,Intel Core Ultra 7,Intel Arc 140T,Windows 11 Home,32 GB RAM,2025,3K OLED 120 Hz,3000 X 1872,"14.5""",1 TB SSD,Yes,5 MP + IR with E-shutter,1.40 kg ( 3.09 lb ),https://www.jarir.com/sa-en/lenovo-yoga-pro-7-laptops-653541.html,"Dolby Atmos, 4 X 2W Speakers",
Laptop,Lenovo,IdeaPad Slim 5,646812,28%,4199,2999,Qualcomm Hexagon NPU up to 45 TOPS,CoPilot+ PC,Cloud Grey,3.4 GHz,Snapdragon X Plus,Qualcomm Adreno GPU,Windows 11 Home,16 GB RAM,2024,WUXGA-OLED 400N,1920 X 1200,"14""",1 TB PCIe NVMe M.2 SSD,,FHD 1080p with Privacy Shutter,1.48 kg ( 3.26 lb ),https://www.jarir.com/sa-en/lenovo-ideapad-slim-5-laptops-646812.html,"Dolby Audio, Stereo Speakers (2 X 2W)",
Laptop,HP,Pavilion Plus,634888,25%,4299,3199,Intel AI Boost,AI Enabled,Moonlight Blue,P-core: 1.2 - 4.5 GHz/E-core: 0.7 - 3.6 GHz,Intel Core Ultra 5,Intel Arc Graphics,Windows 11 Home,16 GB RAM,2024,2.8K OLED Display,2880 X 1800 (OLED),"14""",512 GB PCIe Gen 4 NVMe M.2 SSD,,Wide Vision 5 MP IR Camera,1.44 kg ( 3.17 lb ),https://www.jarir.com/sa-en/hp-pavilion-plus-laptops-634888.html,"DTS:X Ultra, Dual Speakers, HP Audio Boost","Backlit Keyboard, IMAX Enhanced, Low Blue Light, Poly Studio, Micro-edge"
Laptop,HP,Pavilion Plus,634893,25%,4299,3199,Intel AI Boost,AI Enabled,Natural Silver,P-core: 1.2 - 4.5 GHz/E-core: 0.7 - 3.6 GHz,Intel Core Ultra 5,Intel Arc Graphics,Windows 11 Home,16 GB RAM,2024,2.8K OLED Display,2880 X 1800 (OLED),"14""",512 GB PCIe Gen 4 NVMe M.2 SSD,,Wide Vision 5 MP IR Camera,1.44 kg ( 3.17 lb ),https://www.jarir.com/sa-en/hp-pavilion-plus-laptops-634893.html,"DTS:X Ultra, Dual Speakers, HP Audio Boost","Backlit Keyboard, IMAX Enhanced, Low Blue Light, Poly Studio, Micro-edge"
Laptop,Asus,Zenbook,630284,20%,5499,4399,Intel AI Boost,AI Enabled,Ponder Blue,2.3 GHz,Intel Core Ultra 9,Intel Arc Graphics,Windows 11 Home,16 GB RAM,2024,3K OLED 120 Hz,2880 X 1800 (OLED),"14""",1 TB M.2 NVMe PCIe 4.0 SSD,,FHD IR Camera with Privacy Shutter,.91 kg ( 2.01 lb ),https://www.jarir.com/sa-en/asus-laptops-630284.html,"Harman Kardon(Premium)/Smart Amp Technology, Built-in Speaker and Microphone","Backlit Chiclet Keyboard,0.2ms Response Time"
Laptop,Lenovo,Yoga Slim 7i,644710,16%,6499,5399,Intel AI Boost up to 40 TOPS,CoPilot+ PC,Luna Grey,P-core: 2.2 - 4.8 GHz/E-core: 2.2 - 3.7 GHz,Intel Core Ultra 7,Intel Arc 140V,Windows 11 Home,32 GB RAM,2024,2.8K IPS Display,2880 X 1800,"15.3""",1 TB PCIe NVMe M.2 SSD,Yes,1080p HD Camera + IR with E-shutter + TOF,1.53 kg ( 3.37 lb ),https://www.jarir.com/sa-en/lenovo-yoga-slim-7-laptops-644710.html,"Dolby Atmos, 2 X 2W Tweeters + 2 X 2W Woofers",
Laptop,Asus,Vivobook S,648873,22%,4999,3899,AMD XDNA up to 50 TOPS,CoPilot+ PC,Cool Silver,2.0 GHz,AMD Ryzen AI,AMD Radeon Graphics,Windows 11 Home,32 GB RAM,2024,WUXGA-OLED 400N,1920 X 1200 (WUXGA),"14""",1 TB M.2 NVMe PCIe 4.0 SSD,,FHD 1080p + IR with Privacy Shutter,1.30 kg ( 2.87 lb ),https://www.jarir.com/sa-en/asus-vivobook-s-14-oled-laptops-648873.html,"Smart Amp Technology, Built-in Speaker",
Laptop,Asus,Vivobook S,634612,20%,5499,4399,Qualcomm Hexagon NPU 45 TOPS,CoPilot+ PC,Cool Silver,3.4 GHz,Snapdragon X Elite,Qualcomm Adreno GPU,Windows 11 Home,32 GB RAM,2024,3K OLED 120 Hz,2880 X 1620 (WQHD),"15.6""",1 TB M.2 NVMe PCIe 4.0 SSD,,FHD IR Camera with Privacy Shutter,1.50 kg ( 3.31 lb ),https://www.jarir.com/sa-en/asus-laptops-634612.html,"Built-in Speaker, Harman/Kardon","Backlit Chiclet Keyboard 1-Zone RGB with Num-key, Copilot Key"
Laptop,Asus,Zenbook DUO,649077,15%,6999,5899,Intel AI Boost up to 13 TOPS,AI Enabled,Inkwell Grey,2.0 GHz,Intel Core Ultra 7,Intel Arc Graphics,Windows 11 Home,32 GB RAM,2025,3K OLED Touch Display,2880 X 1800 (OLED),"14""",1 TB PCIe 4.0 NVMe M.2 SSD,Yes,FHD IR Camera,1.65 kg ( 3.64 lb ),https://www.jarir.com/sa-en/asus-zenbook-duo-laptops-649077.html,"Smart Amp Technology, Built-in Speaker",
