product_type,brand,model,sku,discount_percent,regular_price_sar,sale_price_sar,ai_coprocessor,ai_enabled,color,cpu_clock,cpu_model,gpu_model,os,ram,release_date,screen_refresh_rate_hz,screen_resolution,screen_size_inch,storage,touchscreen,webcam,weight_kg,product_url,audio_feature,special_features
Laptop,Apple,MacBook Air,646462,,3699,,16-core Neural Engine,Apple Intelligence,Space Grey,,M2,8-core GPU,macOS Sequoia,16 GB RAM,2024,Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m2-laptops-646462.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,646497,,16199,,16-core Neural Engine,Apple Intelligence,Silver,,M4 Max,32-core GPU,macOS Sequoia,36 GB RAM,2024,Liquid Retina XDR Display,3456 X 2234,"16""",1 TB SSD,,12 MP Center Stage Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m4-max-laptops-646497.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,646488,,8499,,16-core Neural Engine,Apple Intelligence,Silver,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646488.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Air,646464,,3699,,16-core Neural Engine,Apple Intelligence,Starlight,,M2,8-core GPU,macOS Sequoia,16 GB RAM,2024,Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m2-laptops-646464.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,646483,,9399,,16-core Neural Engine,Apple Intelligence,Space Black,,M4,10-core GPU,macOS Sequoia,24 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646483.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,646479,,11499,,16-core Neural Engine,Apple Intelligence,Silver,,M4 Pro,20-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina XDR Display,3456 X 2234,"16""",512 GB SSD,,12 MP Center Stage Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m4-pro-laptops-646479.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Air,646480,,6999,,16-core Neural Engine,Apple Intelligence,Space Grey,,M3,10-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-laptops-646480.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,646481,,6999,,16-core Neural Engine,Apple Intelligence,Silver,,M3,10-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-laptops-646481.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,646494,,13399,,16-core Neural Engine,Apple Intelligence,Space Black,,M4 Pro,20-core GPU,macOS Sequoia,48 GB RAM,2024,Liquid Retina XDR Display,3456 X 2234,"16""",512 GB SSD,,12 MP Center Stage Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m4-pro-laptops-646494.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,646501,,18549,,16-core Neural Engine,Apple Intelligence,Silver,,M4 Max,40-core GPU,macOS Sequoia,48 GB RAM,2024,Liquid Retina XDR Display,3456 X 2234,"16""",1 TB SSD,,12 MP Center Stage Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m4-max-laptops-646501.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,646499,,15199,,16-core Neural Engine,Apple Intelligence,Space Black,,M4 Max,32-core GPU,macOS Sequoia,36 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646499.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Air,646484,,6999,,16-core Neural Engine,Apple Intelligence,Midnight,,M3,10-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",512 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-laptops-646484.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,646493,,13399,,16-core Neural Engine,Apple Intelligence,Silver,,M4 Pro,20-core GPU,macOS Sequoia,48 GB RAM,2024,Liquid Retina XDR Display,3456 X 2234,"16""",512 GB SSD,,12 MP Center Stage Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m4-pro-laptops-646493.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,646486,,8499,,16-core Neural Engine,Apple Intelligence,Space Black,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646486.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,646498,,11399,,16-core Neural Engine,Apple Intelligence,Space Black,,M4 Pro,20-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646498.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,646490,,9499,,16-core Neural Engine,Apple Intelligence,Silver,,M4 Pro,16-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646490.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Air,646476,,5299,,16-core Neural Engine,Apple Intelligence,Silver,,M3,10-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-laptops-646476.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,646492,,11399,,16-core Neural Engine,Apple Intelligence,Silver,,M4 Pro,20-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-pro-laptops-646492.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,646495,,15199,,16-core Neural Engine,Apple Intelligence,Silver,,M4 Max,32-core GPU,macOS Sequoia,36 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646495.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Air,646478,,5299,,16-core Neural Engine,Apple Intelligence,Midnight,,M3,10-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-laptops-646478.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,646489,,11499,,16-core Neural Engine,Apple Intelligence,Space Black,,M4 Pro,20-core GPU,macOS Sequoia,24 GB RAM,2024,Liquid Retina XDR Display,3456 X 2234,"16""",512 GB SSD,,12 MP Center Stage Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m4-pro-laptops-646489.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Air,632661,,5299,,16-core Neural Engine,Apple Intelligence,Starlight,,M3,10-core GPU,macOS Sonoma,16 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-laptops-632661.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Pro,646485,,9399,,16-core Neural Engine,Apple Intelligence,Silver,,M4,10-core GPU,macOS Sequoia,24 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646485.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,626810,26%,11299,8299,16-core Neural Engine,Apple Intelligence,Space Black,,M3 Pro,18-core GPU,macOS Sonoma,18 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,1080p FaceTime HD Camera,1.61 kg ( 3.55 lb ),https://www.jarir.com/sa-en/apple-laptops-626810.html,High Fidelity Six-speakers,Retina XDR Display
Laptop,Apple,MacBook Pro,626819,21%,17999,14199,16-core Neural Engine,Apple Intelligence,Silver,,M3 Max,40-core GPU,macOS Sonoma,48 GB RAM,2023,Liquid Retina XDR Display,3456 X 2234,"16""",1 TB SSD,,1080p FaceTime HD Camera,2.16 kg ( 4.76 lb ),https://www.jarir.com/sa-en/apple-laptops-626819.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,626816,30%,13299,9299,16-core Neural Engine,Apple Intelligence,Space Black,,M3 Pro,18-core GPU,macOS Sonoma,36 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"16""",512 GB SSD,,1080p FaceTime HD Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-laptops-626816.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,626815,26%,11499,8399,16-core Neural Engine,Apple Intelligence,Space Black,,M3 Pro,18-core GPU,macOS Sonoma,18 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"16""",512 GB SSD,,1080p FaceTime HD Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-laptops-626815.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Huawei,MateBook X Pro,649209,34%,7499,4899,Intel AI Boost,AI Enabled,Morandi Blue,P-core: 1.4 - 4.8 GHz/E-core: 0.9 - 3.8 GHz,Intel Core Ultra 7,Intel Arc Graphics,Windows 11 Home,32 GB RAM,2024,3K OLED Display,3120 X 2080,"14.2""",1 TB PCIe 4.0 NVMe M.2 SSD,,1080p HD Camera,980.00 g ( 2.16 lb ),https://www.jarir.com/sa-en/huawei-matebook-x-pro-laptops-649209.html,"6 Speakers, 4 Microphone",
Laptop,Apple,MacBook Pro,626776,27%,9499,6899,16-core Neural Engine,Apple Intelligence,Space Black,,M3 Pro,14-core GPU,macOS Sonoma,18 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,1080p FaceTime HD Camera,1.61 kg ( 3.55 lb ),https://www.jarir.com/sa-en/apple-laptops-626776.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,626814,28%,7999,5749,16-core Neural Engine,Apple Intelligence,Space Grey,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",1 TB SSD,,1080p FaceTime HD Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-i-laptops-626814.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop (with Sleeve Case & Stylus),Asus,Zenbook DUO,630076,21%,8499,6699,Intel AI Boost,AI Enabled,Inkwell Grey,2.3 GHz,Intel Core Ultra 9,Intel Arc Graphics,Windows 11 (with Windows 11 Copilot),32 GB RAM,2024,3K OLED 120 Hz Dual Screen,2880 X 1800 (OLED),"14""",2 TB M.2 PCIe NVMe 4.0 SSD,Yes,FHD IR Camera,1.65 kg ( 3.64 lb ),https://www.jarir.com/sa-en/asus-laptops-630076.html,"Harman Kardon(Premium)/Smart Amp Technology, Built-in Speaker and Microphone","Dual Screen, Soft Keyboard, 0.2 ms Response Time"
Laptop,Apple,MacBook Pro,626812,24%,6999,5299,16-core Neural Engine,Apple Intelligence,Space Grey,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,1080p FaceTime HD Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-laptops-626812.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Apple,MacBook Pro,626813,28%,7499,5399,16-core Neural Engine,Apple Intelligence,Silver,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,1080p FaceTime HD Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-laptops-626813.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
Laptop,Huawei,MateBook D,633445,45%,3499,1899,,,Mystic Silver,1.7 GHz,Intel Core i5,Intel Iris Xe Graphics,Windows 11,8 GB RAM,2023,FHD-IPS Anti-glare,1920 X 1080 (FHD),"14""",512 GB PCIe NVMe M.2 SSD,,HD (1 MP) Webcam,1.39 kg ( 3.06 lb ),https://www.jarir.com/sa-en/huawei-laptops-633445.html,2 X 2W Speakers,"WiFi 6, Huawei Share, Eye Comfort Mode"
Laptop,Lenovo,Yoga Pro 7,630836,17%,7999,6599,Intel AI Boost,AI Enabled,Luna Grey,P-core: 2.3 - 5.1 GHz/E-core: 1.8 - 3.8 GHz,Intel Core Ultra 9,NVIDIA GeForce RTX 4060 (8 GB),Windows 11 Home,32 GB RAM,2024,3K IPS 400N 120 Hz Display,3072 X 1920,"14.5""",1 TB PCIe NVMe M.2 SSD,Yes,FHD 1080p with E-shutter,1.59 kg ( 3.51 lb ),https://www.jarir.com/sa-en/lenovo-yoga-pro-7-laptops-630836.html,"4 Speakers, Dolby Atmos Audio",
Laptop,Apple,MacBook Air,632673,20%,5299,4199,16-core Neural Engine,Apple Intelligence,Starlight,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-laptops-632673.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,632645,16%,4999,4199,16-core Neural Engine,Apple Intelligence,Space Grey,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-laptops-632645.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,619140,20%,4799,3799,16-core Neural Engine,Apple Intelligence,Starlight,,M2,10-core GPU,macOS Ventura,8 GB RAM,2023,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m2-laptops-619140.html,Six-speaker Sound System,
Laptop,Apple,MacBook Air,589224,17%,3999,3299,16-core Neural Engine,Apple Intelligence,Midnight,,M2,8-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-laptops-589224.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,632678,16%,4999,4199,16-core Neural Engine,Apple Intelligence,Midnight,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2880 X 1864,"15.3""",256 GB SSD,,1080p FaceTime HD Camera,1.51 kg ( 3.33 lb ),https://www.jarir.com/sa-en/apple-macbook-air-15-m3-laptops-632678.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,632658,14%,4999,4299,16-core Neural Engine,Apple Intelligence,Midnight,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-laptops-632658.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,589181,17%,3999,3299,16-core Neural Engine,Apple Intelligence,Starlight,,M2,8-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-laptops-589181.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,589170,17%,3999,3299,16-core Neural Engine,Apple Intelligence,Space Grey,,M2,8-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-laptops-589170.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,632653,14%,4999,4299,16-core Neural Engine,Apple Intelligence,Space Grey,,M3,10-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-laptops-632653.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,589225,15%,4299,3649,16-core Neural Engine,Apple Intelligence,Space Grey,,M2,10-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-laptops-589225.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,589227,15%,4299,3649,16-core Neural Engine,Apple Intelligence,Midnight,,M2,10-core GPU,macOS Monterey,8 GB RAM,2022,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-laptops-589227.html,Built-in Mic/Speakers,
Laptop,HP,EliteBook 840,619497,8%,6999,6399,,,Aluminum Silver,1.4 GHz,Intel Core i7,Intel Iris Xe Graphics,Windows 11 Pro,32 GB RAM,2023,WUXGA Anti-glare 400N,1920 X 1200 (WUXGA),"14""",1 TB M.2 NVMe PCIe 4.0 SSD,,5 MP Privacy Camera,1.36 kg ( 3.00 lb ),https://www.jarir.com/sa-en/hp-840-g10-laptops-619497.html,"Bang & Olufsen with Dual Speakers/Array Mic, Audio Combo Port",
Laptop,Lenovo,IdeaPad Slim 3,627983,18%,3299,2699,,,Arctic Grey,P-core: 2.4 - 4.9 GHz/E-core: 1.8 - 3.6 GHz,Intel Core i7,Intel UHD Graphics,Windows 11 Home,16 GB RAM,2023,FHD IPS AG 300N,1920 X 1080 (FHD),"15.6""",1 TB PCIe NVMe M.2 SSD,,FHD 1080p with Privacy Shutter,1.62 kg ( 3.57 lb ),https://www.jarir.com/sa-en/lenovo-ideapad-slim-3-laptops-627983.html,"Dolby Audio, Stereo Speakers (2 X 1.5 W)","High Definition Audio, Low Blue Light"
Laptop,Lenovo,IdeaPad Slim 5,657126,15%,3999,3399,,,Luna Grey,P-core: 2.4 - 4.9 GHz/E-core: 1.8 - 3.6 GHz,Intel Core i7,Intel UHD Graphics,Windows 11 Home,24 GB RAM,2025,WUXGA-OLED 400N,1920 X 1200,"14""",1 TB SSD,,FHD 1080p + IR with Privacy Shutter,1.48 kg ( 3.26 lb ),https://www.jarir.com/sa-en/lenovo-laptops-657126.html,"Stereo Speakers, 2 X 2W, Optimized with Dolby Audio",
Laptop,Apple,MacBook Air,589226,15%,4299,3649,16-core Neural Engine,Apple Intelligence,Starlight,,M2,10-core GPU,macOS Monterey,8 GB RAM,2022,Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-laptops-589226.html,Built-in Mic/Speakers,
Laptop,Lenovo,IdeaPad Slim 3,653502,18%,3299,2699,,,Luna Grey,P-core: 2.4 - 4.9 GHz/E-core: 1.8 - 3.6 GHz,Intel Core i7,Intel UHD Graphics,Windows 11 Home,16 GB RAM,2025,WUXGA IPS Anti-glare 300N Display,1920 X 1200 (WUXGA),"15.3""",1 TB SSD,,720p HD Camera with Privacy Shutter,1.59 kg ( 3.51 lb ),https://www.jarir.com/sa-en/lenovo-ideapad-slim-3-laptops-653502.html,"Dolby Audio, Stereo Speakers (2 X 2 W)",
Laptop,Apple,MacBook Air,632659,10%,5299,4749,16-core Neural Engine,Apple Intelligence,Space Grey,,M3,10-core GPU,macOS Sonoma,16 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",512 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-laptops-632659.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,632651,9%,4199,3799,16-core Neural Engine,Apple Intelligence,Midnight,,M3,8-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-laptops-632651.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,632633,9%,4199,3799,16-core Neural Engine,Apple Intelligence,Space Grey,,M3,8-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-laptops-632633.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,632649,9%,4199,3799,16-core Neural Engine,Apple Intelligence,Starlight,,M3,8-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-laptops-632649.html,Built-in Mic/Speakers,
Laptop,Apple,MacBook Air,632648,9%,4199,3799,16-core Neural Engine,Apple Intelligence,Silver,,M3,8-core GPU,macOS Sonoma,8 GB RAM,2024,Liquid Retina Display,2560 X 1664,"13.6""",256 GB SSD,,1080p FaceTime HD Camera,1.24 kg ( 2.73 lb ),https://www.jarir.com/sa-en/apple-macbook-air-13-m3-laptops-632648.html,Built-in Mic/Speakers,
Laptop,Lenovo,IdeaPad Slim 3,623278,14%,2699,2299,,,Arctic Grey,P-core: 2.0 - 4.4 GHz/E-core: 1.5 - 3.3 GHz,Intel Core i5,Intel UHD Graphics,Windows 11 Home,16 GB RAM,2023,FHD IPS AG 300N,1920 X 1080 (FHD),"15.6""",1 TB PCIe NVMe M.2 SSD,,720p HD Camera with Privacy Shutter,1.62 kg ( 3.57 lb ),https://www.jarir.com/sa-en/lenovo-ideapad-slim-3-laptops-623278.html,"Dolby Audio, Stereo Speakers (2 X 1.5 W)",
Laptop,Acer,Aspire Lite,641137,13%,2299,1999,,,Silver,1.3 GHz,Intel Core i5,Intel UHD Graphics,Windows 11,16 GB RAM,2024,UHD-LED IPS Display,1920 X 1200,"16""",512 GB SSD,,FHD (2 MP) Webcam,1.60 kg ( 3.53 lb ),https://www.jarir.com/sa-en/acer-aspire-lite-laptops-641137.html,Built-in Mic/Speakers,
Laptop,Huawei,MateBook D,632176,3%,3199,3099,,,Mystic Silver,P-core: 2.0 - 4.4 GHz/E-core: 1.5 - 3.3 GHz,Intel Core i5,Intel UHD Graphics,Windows 11 Home,16 GB RAM,2024,FHD IPS AG 300N,1920 X 1200 (WUXGA),"16""",512 GB PCIe NVMe M.2 SSD,,720p HD Camera,1.70 kg ( 3.75 lb ),https://www.jarir.com/sa-en/huawei-laptops-632176.html,2 X 2W Speakers,
Gaming Laptop,HP,Victus,659853,,6999,,,,Mica Silver,up to 4.9 GHz,Intel Core i7,NVIDIA GeForce RTX 5060Â (8 GB),Windows 11 Home,24 GB RAM,2025,FHD IPS AG 300N,1920 X 1080 (FHD),"15.6""",1 TB PCIe Gen4,,720p HD Camera,0.01,https://www.jarir.com/sa-en/hp-laptops-659853.html,,
Laptop,Lenovo,ThinkBook 16p,653460,,8999,,,,Storm Grey,P-core: 2.2 - 5.2 GHz/E-core: 1.6 - 3.7 GHz,Intel Core i7,NVIDIA GeForce RTX 4060 (8 GB),Windows 11 Pro,32 GB RAM,2024,WQXGA IPS AG 400N 60 Hz Display,2560 X 1600 (WQXGA),"16""",1 TB SSD,,FHD 1080p + IR Hybrid with Privacy Shutter,2.20 kg ( 4.85 lb ),https://www.jarir.com/sa-en/lenovo-thinkbook-16p-laptops-653460.html,"Stereo Speakers, 2 X 2W (Woofers)/2 X 2W (Tweeters), Dolby Atmos, Harman/Kardon",
Laptop,Lenovo,ThinkBook 14,653403,,4799,,Intel AI Boost,AI Enabled,Arctic Grey,P-core: 1.4 - 4.8 GHz/E-core: 0.9 - 3.8 GHz,Intel Core Ultra 7,Intel Arc Graphics,Windows 11 Pro,32 GB RAM,2024,WUXGA IPS AG Display,1920 X 1200 (WUXGA),"14""",1 TB SSD,,FHD 1080p with Privacy Shutter,1.38 kg ( 3.04 lb ),https://www.jarir.com/sa-en/lenovo-thinkbook-14-laptops-653403.html,"Dolby Audio, Stereo Speakers (2 X 2W)",
Laptop,Apple,MacBook Pro,641443,42%,11499,6599,,,Space Black,,M3 Pro,18-core GPU,macOS Sonoma,18 GB RAM,2023,Liquid Retina XDR Display,3024 X 1964,"16""",512 GB SSD,,1080p FaceTime HD Camera,2.14 kg ( 4.72 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-16-m3-pro-renewed-laptops-641443.html,High Fidelity Six-speakers,
Laptop,Apple,MacBook Pro,646487,,7499,,16-core Neural Engine,Apple Intelligence,Silver,,M4,10-core GPU,macOS Sequoia,16 GB RAM,2024,Liquid Retina XDR Display,3024 X 1964,"14.2""",512 GB SSD,,12 MP Center Stage Camera,1.55 kg ( 3.42 lb ),https://www.jarir.com/sa-en/apple-macbook-pro-14-m4-laptops-646487.html,High Fidelity Six-speakers,"Retina XDR Display, Touch ID"
